25,17.6,PF
27,13.2,PG
30,10.8,C
23,7.6,C
29,12.8,C
27,16.9,SF
35,15.1,SF
35,15.1,SF
35,13.2,SF
26,8.3,C
26,9.9,C
26,6.9,C
25,22.6,SG
24,17.5,PG
25,8.8,PG
22,9.9,SG
34,14.8,PG
23,18.7,PF
33,6.6,C
26,19,SF
24,9.1,SG
22,11.6,PF
23,14.8,C
24,12.1,SG
24,12.5,C
27,13.9,PG
22,5,C
24,13.4,SF
26,11,PF
25,14.5,C
24,13.3,SF
33,8.7,C
29,23,C
34,9.5,C
34,9.6,C
34,9.4,C
25,20.1,SG
31,6.7,PF
31,6.6,PF
31,6.7,PF
26,13,SG
21,7.5,SF
23,5.8,SG
24,6.8,PF
27,13.4,PF
32,8.4,PG
24,12.8,SG
23,12.1,SG
26,8.2,SF
24,14.1,PF
24,15.7,PG
25,11.9,PF
26,11.4,SG
27,13.9,PG
27,13.6,PG
27,14.2,PG
27,8.6,C
22,17.5,PF
22,14.1,SG
31,10.7,PF
33,10.3,C
27,15.4,C
24,12.3,PG
29,18.8,PF
24,19.4,C
22,5.3,PG
22,14.2,SF
23,12.1,C
23,11.7,C
23,13.2,C
22,10.9,PF
22,9.8,PF
22,12.3,PF
27,11.8,SF
27,12.7,PF
23,11.4,PG
25,17.6,SF
26,11.7,PG
27,19.6,C
22,10.5,SG
21,6.9,SF
24,14.2,PF
25,13.2,PF
30,11.7,SG
34,14.5,SG
34,14.9,SG
34,11.5,SG
27,6.8,PG
27,6.3,PG
27,7.8,PG
30,12.8,SG
25,12.2,SG
24,13.2,PG
24,13.7,PG
24,12.3,PG
23,15.7,SF
23,11.5,SG
23,7.9,SG
22,7.6,SG
22,10.3,SG
26,7.9,SG
25,19.2,PG
22,7.5,SF
21,18.9,PG
22,6,PF
28,16.1,SG
21,14.7,C
28,15.4,C
22,10.8,C
22,1.5,C
22,11.6,C
24,9.8,PF
24,9.7,PF
24,10.1,PF
25,17.9,SG
23,11.9,SF
23,19.8,SF
23,11.6,SG
23,9,SF
26,15.1,SF
23,17.3,PG
31,8.6,SF
24,21.8,PF
23,10.9,PF
23,17.1,PF
24,10.6,SF
